Hours_Studied,Attendance,Sleep_Hours,Motivation_Level,Parental_Involvement,Access_to_Resources,Tutoring_Sessions,Internet_Access,Extracurricular_Activities,Peer_Influence,Learning_Disabilities,Physical_Activity,Gender
25,92,4,Medium,Medium,Medium,0,Yes,No,Positive,No,3,Male
21,65,5,High,Medium,Low,2,No,Yes,Positive,No,4,Male
33,76,10,Low,Medium,Medium,1,Yes,Yes,Positive,No,3,Female
15,67,8,Low,High,Medium,0,Yes,Yes,Neutral,No,4,Female
15,70,9,Medium,High,Medium,1,Yes,No,Negative,No,3,Female
16,71,8,Medium,Medium,Medium,0,Yes,No,Negative,No,2,Female
7,82,8,Medium,High,High,0,Yes,Yes,Negative,No,2,Male
17,76,7,High,Medium,High,1,Yes,No,Positive,No,4,Female
15,98,8,Low,Low,Medium,1,Yes,Yes,Positive,No,3,Male
21,65,9,High,Low,Medium,1,Yes,No,Positive,No,5,Male
22,99,8,Low,Medium,Low,1,Yes,Yes,Neutral,No,4,Female
31,69,7,Medium,High,Low,1,Yes,Yes,Neutral,No,3,Female
26,91,7,Medium,High,Medium,1,Yes,Yes,Neutral,No,5,Female
17,74,8,Medium,Medium,Medium,4,Yes,Yes,Positive,No,3,Male
15,66,6,Medium,Low,High,1,No,No,Neutral,No,1,Male
23,94,8,Medium,Low,Medium,0,No,No,Neutral,No,3,Male
12,72,6,High,Medium,Low,2,Yes,Yes,Negative,No,2,Female
31,86,6,Medium,High,High,3,Yes,Yes,Positive,No,3,Male
27,83,5,Medium,High,Low,0,Yes,No,Neutral,No,2,Female
17,79,6,Low,Medium,Low,1,Yes,Yes,Neutral,No,4,Male
10,80,6,High,High,Medium,4,Yes,Yes,Negative,No,3,Female
28,89,10,High,Medium,High,3,Yes,Yes,Negative,No,6,Female
19,64,6,Medium,Low,Medium,1,Yes,No,Positive,No,3,Male
27,87,8,Medium,Medium,Medium,1,Yes,No,Neutral,No,4,Male
10,96,6,Medium,High,High,0,No,No,Neutral,No,4,Female
16,62,7,Low,Medium,Medium,2,Yes,Yes,Neutral,No,3,Male
20,66,7,Medium,High,High,1,Yes,No,Negative,No,4,Female
20,89,4,Medium,Medium,Medium,1,Yes,Yes,Positive,No,3,Female
17,77,5,Medium,Low,High,2,Yes,Yes,Neutral,No,3,Male
24,76,6,High,Low,High,3,Yes,No,Neutral,Yes,3,Female
14,65,5,Low,High,Medium,1,Yes,No,Positive,No,4,Male
19,80,7,Medium,Medium,Medium,0,Yes,No,Neutral,No,3,Female
21,65,7,Low,High,High,2,Yes,No,Neutral,No,1,Male
23,79,5,Medium,Medium,Medium,1,Yes,No,Neutral,No,3,Female
24,91,7,Low,Medium,Medium,0,Yes,No,Neutral,No,4,Male
13,70,6,Medium,High,High,2,Yes,No,Positive,No,2,Male
11,79,7,Medium,Medium,Medium,1,Yes,Yes,Neutral,No,2,Male
28,100,6,Medium,High,Low,1,Yes,Yes,Negative,No,2,Female
22,87,8,Low,Low,Medium,1,Yes,No,Neutral,No,1,Male
16,94,9,Low,Medium,Medium,1,Yes,No,Negative,No,4,Female
29,77,8,Low,High,Low,0,Yes,Yes,Positive,No,4,Male
21,91,9,Medium,High,Medium,2,Yes,No,Negative,No,2,Female
27,62,5,Low,Medium,High,4,Yes,Yes,Negative,No,4,Female
20,65,6,Low,Medium,Low,0,Yes,No,Positive,No,3,Male
32,68,8,High,Medium,Low,1,Yes,No,Positive,No,2,Male
31,76,9,Medium,Medium,High,1,Yes,Yes,Neutral,No,4,Male
19,94,8,Medium,Low,Medium,3,Yes,No,Positive,No,5,Male
26,74,5,Low,Low,Low,3,Yes,No,Negative,No,2,Male
24,86,6,Medium,High,High,1,Yes,No,Positive,No,3,Female
28,88,8,Medium,High,Medium,0,Yes,No,Positive,No,3,Male
14,83,7,Medium,Medium,Medium,0,Yes,Yes,Negative,No,3,Female
24,74,6,Medium,High,Medium,3,Yes,Yes,Positive,No,3,Female
26,83,7,High,Low,Low,2,No,No,Negative,Yes,4,Male
9,74,7,Low,Medium,High,1,Yes,No,Neutral,No,3,Female
13,63,5,Medium,High,Medium,2,Yes,Yes,Neutral,No,2,Male
8,100,8,Medium,High,Medium,1,Yes,Yes,Neutral,No,3,Female
18,65,6,Medium,Medium,High,5,No,Yes,Neutral,No,3,Male
24,63,7,Low,High,Low,4,Yes,Yes,Positive,No,4,Female
29,95,9,Medium,Medium,Low,1,Yes,No,Positive,No,3,Female
20,72,7,Low,High,Low,0,Yes,Yes,Negative,No,3,Female
30,86,8,Medium,Medium,Low,2,Yes,Yes,Negative,Yes,2,Female
12,73,5,Medium,High,Medium,1,Yes,No,Negative,No,4,Male
10,76,8,Medium,Low,Medium,2,Yes,Yes,Positive,Yes,3,Male
20,70,8,Medium,Medium,Medium,0,Yes,No,Neutral,No,5,Female
22,74,6,Low,Medium,Low,4,Yes,Yes,Negative,No,3,Male
20,76,7,Medium,Medium,Low,2,Yes,No,Neutral,No,3,Female
8,89,7,Low,Medium,High,4,Yes,Yes,Neutral,No,3,Male
19,80,7,Low,High,Medium,4,Yes,Yes,Negative,No,4,Female
12,98,8,Medium,High,Medium,0,Yes,Yes,Positive,No,5,Male
24,62,6,High,Medium,Medium,2,Yes,No,Neutral,No,4,Male
22,80,7,Medium,High,Medium,2,Yes,Yes,Neutral,No,2,Female
14,83,9,Medium,Low,Low,1,Yes,Yes,Positive,No,3,Male
17,97,9,High,Medium,High,0,Yes,No,Negative,No,1,Male
14,62,8,Low,High,High,3,Yes,Yes,Negative,No,2,Male
20,83,7,Medium,Low,Medium,4,Yes,No,Negative,No,3,Male
26,94,10,Low,High,Medium,2,Yes,Yes,Neutral,No,5,Male
14,70,9,Medium,High,Medium,3,No,Yes,Positive,No,1,Male
23,95,7,Medium,Medium,Medium,3,Yes,Yes,Positive,Yes,4,Male
17,61,7,High,Medium,Medium,5,Yes,Yes,Neutral,No,3,Male
15,89,6,Medium,Medium,Medium,1,Yes,Yes,Positive,No,4,Female
19,97,8,Medium,High,Low,2,Yes,Yes,Positive,No,3,Male
14,86,8,Medium,Medium,Low,3,No,Yes,Negative,Yes,3,Male
17,78,8,Low,Medium,Medium,2,Yes,No,Positive,No,2,Male
13,62,7,Medium,Low,High,4,Yes,No,Positive,No,1,Female
32,97,5,Medium,Medium,High,1,Yes,No,Neutral,No,3,Male
20,79,7,Low,High,Low,2,No,Yes,Neutral,Yes,4,Female
16,61,8,High,Medium,Low,2,Yes,No,Neutral,No,3,Male
21,88,6,High,High,Medium,2,Yes,Yes,Neutral,No,4,Male
19,79,7,Low,Medium,High,1,Yes,No,Positive,No,2,Female
19,65,9,Medium,Medium,High,1,Yes,Yes,Positive,No,4,Male
24,69,5,Low,Low,High,3,Yes,No,Neutral,No,3,Male
25,63,7,Medium,High,Medium,0,Yes,No,Negative,No,5,Female
17,83,9,Medium,Low,Medium,4,Yes,No,Negative,No,2,Female
17,85,7,High,Medium,Low,4,Yes,No,Positive,No,3,Female
18,80,6,Medium,Medium,Low,2,Yes,Yes,Negative,No,2,Female
6,93,7,High,Medium,Medium,0,Yes,No,Neutral,No,2,Female
11,94,8,High,Medium,Low,1,No,Yes,Neutral,No,4,Female
28,85,7,Medium,Medium,High,2,Yes,Yes,Positive,Yes,1,Male
30,61,8,Medium,Low,High,2,Yes,Yes,Negative,No,2,Female
19,88,7,Medium,Medium,Low,2,Yes,No,Neutral,No,3,Female
23,77,7,Medium,High,High,1,Yes,Yes,Positive,No,3,Male
22,83,8,High,Medium,Medium,1,Yes,Yes,Negative,Yes,3,Male
38,86,7,Low,Low,High,3,Yes,Yes,Negative,No,3,Male
27,74,6,Medium,Medium,High,3,Yes,No,Neutral,No,3,Female
19,97,8,Medium,Medium,Low,1,Yes,No,Neutral,Yes,4,Male
14,65,7,Medium,Low,Medium,1,Yes,Yes,Positive,No,3,Female
10,87,6,Medium,Medium,Low,0,No,Yes,Positive,No,4,Male
21,60,8,Low,Medium,High,0,Yes,Yes,Positive,No,2,Female
15,97,9,Medium,Low,Medium,1,Yes,Yes,Neutral,No,2,Male
11,65,7,Medium,Medium,High,2,Yes,No,Neutral,No,3,Female
16,64,7,Medium,High,Medium,3,Yes,Yes,Positive,Yes,4,Female
14,73,5,Medium,High,Medium,2,Yes,Yes,Negative,No,4,Female
30,75,7,High,High,High,0,Yes,No,Neutral,Yes,1,Female
25,69,7,High,Medium,Medium,0,Yes,Yes,Negative,No,4,Female
20,83,7,Low,Low,Low,2,No,No,Positive,No,5,Male
29,78,6,Medium,High,Medium,2,Yes,No,Negative,No,4,Male
20,61,8,Medium,Low,Low,0,Yes,Yes,Negative,No,2,Female
15,73,7,Medium,Medium,Low,2,Yes,Yes,Negative,No,3,Male
29,92,10,High,Medium,Medium,1,Yes,Yes,Negative,No,4,Male
23,88,7,Medium,Low,Medium,1,Yes,Yes,Negative,No,2,Male
14,89,4,Medium,High,High,2,Yes,Yes,Negative,No,3,Male
19,88,5,Medium,High,Medium,2,Yes,No,Negative,No,4,Male
15,72,8,Medium,High,High,2,Yes,No,Neutral,No,4,Female
12,64,6,High,High,Low,0,Yes,Yes,Positive,No,2,Male
26,71,6,Low,Medium,Low,3,Yes,No,Positive,No,4,Male
31,93,5,Medium,High,Low,2,Yes,Yes,Positive,No,2,Male
12,99,6,Low,Medium,Medium,1,Yes,No,Negative,No,3,Female
23,80,7,Low,Medium,Medium,5,Yes,Yes,Negative,No,1,Female
16,60,8,Low,Low,Medium,1,Yes,Yes,Neutral,Yes,2,Female
17,66,5,Low,High,High,0,Yes,No,Neutral,No,2,Male
16,73,8,Medium,High,Medium,2,Yes,Yes,Positive,No,4,Female
15,83,5,Medium,Low,Low,1,Yes,Yes,Neutral,No,3,Female
20,63,8,Low,Low,Low,0,Yes,Yes,Neutral,No,3,Female
15,98,8,Low,Low,High,2,Yes,Yes,Neutral,No,4,Female
22,75,6,Low,Medium,Medium,3,Yes,No,Positive,No,3,Male
20,97,5,Medium,Medium,High,1,Yes,No,Neutral,No,4,Male
19,91,8,Medium,High,Low,2,Yes,Yes,Neutral,No,4,Male
15,90,6,Low,Medium,Low,2,Yes,Yes,Positive,No,2,Male
17,84,7,High,Medium,Low,1,Yes,Yes,Neutral,No,2,Female
25,85,8,High,High,High,1,Yes,No,Neutral,No,1,Female
23,86,8,Low,Medium,Medium,1,Yes,Yes,Neutral,No,3,Female
14,85,6,Low,Medium,Medium,0,Yes,No,Positive,No,4,Male
21,82,7,Medium,High,Medium,4,Yes,No,Neutral,No,3,Male
25,99,6,High,High,Medium,0,Yes,Yes,Positive,No,3,Male
10,89,8,Low,Low,Low,3,Yes,Yes,Negative,No,4,Male
23,91,9,High,Low,Medium,1,Yes,No,Positive,No,5,Male
16,95,6,Low,Medium,Low,2,Yes,Yes,Positive,No,4,Female
23,69,7,Medium,Medium,High,1,Yes,Yes,Neutral,Yes,4,Male
15,63,8,Low,Medium,Low,0,Yes,No,Neutral,No,3,Female
9,79,7,High,Medium,Low,1,Yes,No,Neutral,No,3,Male
10,81,8,Medium,High,Medium,2,No,Yes,Positive,No,4,Female
20,93,7,Medium,Low,High,0,Yes,Yes,Negative,Yes,2,Male
22,78,5,Low,Medium,Medium,0,Yes,Yes,Negative,No,3,Male
15,83,7,Medium,Medium,Medium,2,Yes,No,Neutral,No,2,Female
24,81,9,Medium,Medium,Low,1,Yes,No,Positive,No,4,Female
10,62,7,High,Medium,Low,3,Yes,No,Neutral,No,3,Male
20,85,9,High,High,Medium,2,Yes,No,Positive,No,3,Male
13,93,4,High,Low,Low,1,Yes,Yes,Positive,No,1,Male
16,66,8,High,Low,Medium,3,Yes,Yes,Positive,No,2,Female
20,84,6,High,Medium,High,2,Yes,Yes,Positive,No,4,Female
15,84,6,Low,Medium,High,1,Yes,No,Negative,No,2,Male
18,67,9,Low,Low,Low,2,Yes,Yes,Negative,No,2,Male
26,65,7,Low,Low,Medium,3,Yes,No,Positive,No,2,Female
17,99,6,Medium,Medium,High,0,Yes,No,Neutral,No,3,Male
25,76,8,High,Medium,High,1,Yes,No,Positive,Yes,3,Female
13,69,4,Medium,High,Low,3,Yes,No,Positive,Yes,3,Male
23,67,9,Medium,Medium,Medium,2,Yes,Yes,Neutral,No,2,Female
29,87,10,High,Medium,High,1,Yes,Yes,Neutral,No,4,Male
5,84,8,High,Medium,Medium,4,Yes,Yes,Positive,No,3,Male
15,86,8,Medium,Medium,High,4,Yes,Yes,Positive,No,3,Male
23,64,7,High,Medium,Medium,3,Yes,Yes,Positive,No,2,Female
19,96,5,Low,Medium,Low,2,No,Yes,Neutral,No,3,Female
22,76,9,Medium,Medium,Low,2,Yes,No,Neutral,No,5,Female
16,73,8,Medium,High,Low,1,Yes,Yes,Neutral,No,4,Female
21,78,8,Medium,Medium,Low,2,Yes,No,Positive,Yes,4,Male
19,76,8,Low,High,High,0,Yes,Yes,Negative,Yes,4,Male
27,95,7,High,High,Medium,3,Yes,No,Negative,No,3,Female
22,97,6,Medium,Medium,High,1,Yes,Yes,Positive,No,3,Male
22,72,10,Medium,Low,Medium,1,Yes,Yes,Negative,No,1,Male
18,95,7,Low,Medium,Medium,0,Yes,Yes,Positive,Yes,4,Male
17,91,6,High,Medium,Medium,1,Yes,No,Positive,No,3,Male
17,97,9,Medium,Medium,High,0,No,Yes,Positive,No,2,Male
22,70,7,Low,Low,Medium,1,Yes,No,Positive,No,3,Female
17,83,7,Low,High,Medium,3,Yes,No,Neutral,No,5,Female
22,71,9,High,Low,High,1,Yes,Yes,Neutral,Yes,3,Female
32,93,8,High,Medium,Medium,1,Yes,Yes,Negative,No,3,Female
25,60,8,Medium,Low,High,1,Yes,No,Neutral,No,5,Female
18,83,5,Medium,Medium,High,0,Yes,Yes,Positive,No,4,Male
27,74,8,High,High,Medium,3,No,No,Positive,No,4,Male
18,73,5,Medium,Medium,Low,1,Yes,Yes,Positive,No,5,Female
8,86,6,High,Medium,High,1,Yes,No,Positive,No,2,Male
14,94,7,Medium,High,Medium,1,Yes,No,Positive,No,5,Male
9,84,7,High,High,Low,1,Yes,No,Negative,No,4,Male
18,94,8,Medium,High,Medium,3,Yes,Yes,Positive,No,4,Male
20,71,8,Medium,High,Medium,0,Yes,No,Neutral,No,4,Male
30,81,8,Low,Medium,High,0,Yes,No,Neutral,No,2,Male
22,78,5,Medium,Medium,High,2,Yes,Yes,Positive,No,1,Male
19,60,10,Medium,Medium,High,0,Yes,No,Positive,Yes,3,Female
25,82,7,Medium,Medium,High,2,Yes,Yes,Neutral,No,2,Male
7,86,9,Medium,Medium,Low,2,Yes,No,Negative,No,2,Female
21,84,4,Medium,High,High,2,Yes,No,Neutral,No,3,Male
25,89,7,High,Medium,Medium,3,Yes,Yes,Negative,No,0,Male
11,83,5,Medium,High,Low,1,Yes,Yes,Positive,No,2,Male
27,63,6,Low,Medium,High,0,Yes,No,Positive,No,2,Male
22,65,7,Low,Medium,Medium,3,Yes,Yes,Positive,No,2,Female
18,84,6,Medium,Medium,High,4,Yes,No,Positive,No,2,Female
24,71,9,Medium,Medium,Low,2,Yes,No,Positive,No,3,Female
34,63,10,Low,Medium,High,1,Yes,Yes,Negative,No,4,Female
21,77,6,Medium,Medium,Low,4,Yes,Yes,Negative,No,5,Male
21,82,6,High,Low,Low,3,Yes,Yes,Negative,No,2,Male
17,73,5,High,High,Medium,1,Yes,No,Positive,No,4,Male
15,89,9,Low,Low,Medium,1,Yes,Yes,Neutral,No,3,Male
25,86,7,Low,Medium,Medium,1,Yes,Yes,Positive,No,1,Male
15,73,7,Low,Medium,High,1,Yes,No,Negative,No,2,Male
20,90,7,High,Medium,Medium,1,Yes,Yes,Neutral,No,4,Male
17,86,7,Low,High,Medium,3,Yes,Yes,Positive,No,3,Male
23,85,6,Low,High,Low,1,Yes,Yes,Negative,No,1,Male
22,82,7,Low,High,Medium,1,Yes,Yes,Positive,No,3,Female
26,60,7,High,Medium,Medium,3,Yes,Yes,Positive,No,2,Female
17,88,8,Medium,Medium,Medium,5,Yes,Yes,Neutral,Yes,2,Female
18,75,5,Medium,High,Medium,2,Yes,Yes,Neutral,No,3,Female
14,98,7,Medium,High,High,3,No,Yes,Positive,No,3,Male
17,93,6,Medium,High,Low,1,Yes,No,Neutral,No,4,Male
22,84,7,Medium,High,Medium,1,Yes,No,Positive,No,3,Male
25,70,8,Low,Low,Medium,3,No,Yes,Positive,No,4,Female
14,68,6,Medium,Low,Medium,2,Yes,Yes,Neutral,No,3,Female
25,74,9,Medium,High,High,3,Yes,Yes,Neutral,Yes,3,Male
28,79,4,Medium,High,Medium,0,Yes,Yes,Positive,No,3,Male
22,72,9,Low,High,Medium,1,Yes,Yes,Negative,No,2,Female
31,81,9,Low,Medium,Medium,1,Yes,No,Neutral,No,4,Female
15,67,6,High,Medium,High,0,Yes,Yes,Positive,No,2,Female
13,99,6,Medium,Medium,Medium,1,Yes,Yes,Negative,No,5,Male
9,64,5,Medium,Medium,Medium,1,Yes,No,Positive,No,4,Male
29,97,8,Medium,Medium,Medium,1,Yes,No,Negative,No,4,Female
24,97,7,Low,High,Low,1,Yes,No,Negative,No,2,Female
20,81,6,Low,Medium,Low,0,Yes,Yes,Neutral,No,4,Female
22,89,5,Medium,Medium,High,2,Yes,Yes,Neutral,No,5,Male
13,77,10,Medium,Medium,Medium,1,Yes,Yes,Neutral,No,4,Male
35,85,6,High,Medium,High,1,Yes,Yes,Negative,No,5,Female
21,74,7,Low,Medium,Low,1,Yes,Yes,Negative,No,4,Male
21,72,7,Low,High,Medium,0,Yes,No,Neutral,No,4,Male
24,83,6,Low,Low,High,1,Yes,No,Neutral,No,4,Female
23,80,6,Medium,Medium,Low,3,Yes,Yes,Positive,Yes,2,Male
21,83,6,Low,High,Medium,3,Yes,Yes,Negative,No,4,Male
15,71,8,Low,Medium,High,1,Yes,No,Neutral,Yes,2,Female
23,75,6,Low,Low,High,1,Yes,Yes,Positive,No,2,Female
31,63,9,Low,Medium,High,0,Yes,No,Neutral,No,3,Male
28,62,6,Medium,Medium,High,4,Yes,No,Positive,No,3,Male
30,70,8,Medium,Low,Medium,1,Yes,No,Positive,No,2,Female
17,63,4,Medium,Medium,Medium,2,Yes,No,Negative,No,4,Female
14,64,6,Low,High,High,0,Yes,Yes,Negative,No,2,Female
19,93,6,Medium,Medium,High,0,Yes,No,Neutral,No,3,Male
20,62,5,High,Low,Medium,3,Yes,Yes,Neutral,No,3,Male
27,86,7,Low,Medium,Medium,2,Yes,Yes,Positive,No,3,Female
10,71,7,High,Medium,Medium,2,Yes,Yes,Positive,No,3,Female
29,95,4,Medium,Low,Medium,0,Yes,Yes,Positive,Yes,4,Female
19,79,10,Low,High,Medium,1,Yes,Yes,Neutral,Yes,3,Male
17,72,7,Low,Medium,High,2,Yes,Yes,Positive,No,4,Male
14,81,7,Low,Medium,Medium,1,No,Yes,Positive,Yes,3,Male
10,75,9,Medium,High,Medium,3,Yes,No,Negative,No,5,Female
25,83,8,Medium,Medium,Medium,2,Yes,Yes,Neutral,Yes,1,Female
20,65,7,High,Medium,Low,0,Yes,Yes,Neutral,Yes,0,Male
12,100,4,Medium,Medium,Medium,2,Yes,Yes,Neutral,No,3,Male
12,77,8,Medium,Medium,Medium,2,Yes,Yes,Negative,No,2,Male
18,74,6,Medium,Medium,Medium,1,Yes,No,Positive,No,3,Male
30,88,9,Medium,Medium,Medium,3,Yes,No,Positive,No,3,Female
18,75,6,Low,Medium,Medium,2,Yes,Yes,Negative,Yes,1,Female
11,93,6,Low,Medium,Medium,2,Yes,Yes,Negative,No,3,Male
19,78,5,Medium,High,High,0,Yes,No,Neutral,No,4,Male
18,89,5,Low,Medium,High,4,Yes,Yes,Neutral,No,2,Female
4,64,7,Medium,Medium,High,1,Yes,Yes,Negative,No,4,Male
20,94,7,Medium,Medium,Medium,0,Yes,No,Neutral,No,1,Male
19,89,6,Medium,Medium,Medium,1,Yes,No,Neutral,No,3,Female
24,68,10,Low,Medium,Medium,1,Yes,Yes,Neutral,Yes,4,Female
31,66,8,Low,Low,High,0,Yes,Yes,Negative,No,4,Female
27,73,7,Low,Medium,Medium,1,Yes,No,Positive,No,4,Male
18,99,4,Low,Medium,High,0,Yes,Yes,Positive,No,3,Male
13,70,8,Medium,Medium,Medium,2,Yes,No,Neutral,No,0,Male
35,78,10,Medium,High,Low,1,Yes,Yes,Positive,No,2,Male
20,61,7,Low,Medium,Low,1,Yes,Yes,Positive,No,4,Female
20,76,6,Low,High,High,1,Yes,Yes,Negative,No,4,Male
20,83,7,Medium,High,Medium,3,Yes,No,Negative,No,4,Female
21,98,5,Low,High,Medium,3,Yes,No,Positive,No,5,Male
19,81,8,Low,High,High,3,Yes,No,Negative,No,5,Male
17,93,9,Medium,Medium,Medium,1,Yes,Yes,Neutral,No,3,Female
17,82,6,Low,Medium,Low,2,Yes,No,Neutral,No,3,Male
20,62,6,High,Low,Low,2,Yes,No,Positive,No,3,Male
17,73,7,Medium,High,Medium,2,Yes,Yes,Positive,No,2,Male
16,83,6,Medium,Medium,Medium,1,Yes,No,Positive,No,2,Male
21,98,5,Low,Medium,High,0,Yes,No,Neutral,No,2,Male
18,94,6,Low,Medium,Medium,2,Yes,No,Neutral,No,3,Male
29,69,6,Low,Medium,High,1,Yes,No,Positive,No,4,Female
4,69,9,Low,Medium,Low,2,No,No,Negative,No,3,Female
27,68,9,Medium,Medium,Medium,3,Yes,No,Positive,No,3,Male
27,97,9,Low,High,High,1,Yes,Yes,Positive,No,3,Male
8,94,8,High,High,Low,0,Yes,No,Neutral,No,2,Female
18,91,7,High,High,High,0,Yes,Yes,Neutral,No,3,Male
18,76,6,Medium,High,High,1,Yes,No,Positive,No,2,Female
12,80,9,High,Low,Low,1,Yes,No,Positive,Yes,3,Female
15,79,8,Low,High,Medium,1,Yes,No,Positive,No,3,Male
13,70,5,Medium,Medium,Medium,0,Yes,No,Positive,No,2,Female
31,80,6,Low,High,High,1,Yes,Yes,Positive,No,3,Female
26,61,5,High,Low,Medium,0,Yes,Yes,Neutral,No,5,Female
28,65,4,Medium,Medium,Medium,6,Yes,Yes,Neutral,No,3,Male
24,95,8,Medium,High,Low,2,Yes,Yes,Negative,No,1,Male
13,90,5,Medium,Medium,Medium,0,Yes,No,Neutral,No,4,Female
17,77,6,Low,Medium,Medium,3,Yes,Yes,Neutral,No,4,Male
23,81,7,Medium,Medium,Low,0,Yes,Yes,Positive,No,5,Female
13,75,7,High,Medium,High,1,Yes,Yes,Negative,No,1,Male
24,90,6,Low,Medium,Medium,1,Yes,Yes,Positive,No,4,Male
19,91,9,Medium,Medium,Low,0,Yes,No,Negative,No,3,Female
18,91,5,Medium,Medium,Medium,2,Yes,No,Negative,No,4,Female
24,89,5,Medium,Medium,High,0,Yes,Yes,Positive,No,2,Female
23,68,8,Medium,Low,Low,5,Yes,No,Negative,No,5,Female
18,74,6,High,Medium,Low,2,Yes,Yes,Neutral,No,2,Male
27,79,6,Low,Medium,Low,0,Yes,No,Negative,No,2,Male
14,73,5,Low,Medium,Low,1,Yes,Yes,Negative,No,3,Female
24,90,8,Medium,Medium,Medium,4,Yes,No,Neutral,No,4,Male
24,73,7,Medium,Medium,Medium,3,Yes,Yes,Neutral,No,3,Female
18,66,7,Medium,High,Medium,2,Yes,No,Neutral,No,4,Male
22,76,6,High,High,Medium,2,Yes,Yes,Neutral,No,3,Male
12,99,6,Medium,High,High,0,No,Yes,Positive,No,3,Male
26,69,7,Medium,Medium,Medium,1,Yes,Yes,Positive,No,2,Male
19,84,8,Low,Medium,High,2,Yes,Yes,Positive,No,3,Female
17,77,9,Low,Low,Medium,0,Yes,No,Neutral,Yes,5,Female
26,63,9,Medium,Medium,High,1,Yes,Yes,Positive,No,4,Female
16,80,8,High,High,Medium,0,No,No,Positive,No,6,Male
12,88,8,Medium,Medium,Medium,0,Yes,No,Positive,No,4,Male
11,81,5,Medium,Medium,High,1,Yes,Yes,Neutral,No,3,Male
24,95,6,Medium,Medium,Low,3,No,Yes,Positive,No,2,Male
12,72,8,Low,Medium,Medium,4,Yes,No,Neutral,No,4,Male
31,63,7,Low,Low,High,3,Yes,Yes,Negative,No,2,Male
8,97,8,Medium,Medium,High,0,Yes,Yes,Positive,Yes,2,Male
30,75,8,High,Medium,Medium,1,Yes,No,Negative,No,3,Male
21,83,8,High,Medium,Medium,1,Yes,Yes,Neutral,No,2,Male
19,92,5,Medium,Medium,Medium,1,Yes,Yes,Neutral,No,4,Male
17,73,7,Medium,High,High,2,Yes,Yes,Negative,No,2,Male
22,89,6,Medium,High,Medium,2,Yes,No,Neutral,No,4,Male
20,65,6,Medium,High,High,0,Yes,Yes,Negative,No,3,Female
27,72,4,Medium,Medium,Low,0,No,No,Negative,Yes,3,Male
21,66,7,Medium,Medium,Medium,0,Yes,Yes,Neutral,No,3,Female
21,92,4,Low,High,Medium,1,Yes,Yes,Negative,No,3,Male
18,69,8,Low,Low,Medium,1,No,No,Positive,No,4,Female
20,89,9,Medium,Low,Medium,3,Yes,Yes,Positive,No,3,Male
22,98,8,Medium,Medium,Low,4,Yes,Yes,Positive,No,2,Female
10,81,7,Low,Medium,Low,1,Yes,Yes,Neutral,No,2,Male
12,82,9,High,Low,Medium,0,Yes,No,Positive,No,2,Female
24,78,7,High,High,Low,0,Yes,Yes,Neutral,Yes,4,Male
21,73,6,Medium,Medium,Medium,6,Yes,No,Neutral,No,5,Male
19,79,7,Medium,Medium,High,1,Yes,Yes,Negative,No,4,Female
20,84,10,Low,Medium,Medium,2,Yes,Yes,Positive,No,3,Male
22,99,5,High,Medium,Medium,0,Yes,Yes,Neutral,No,4,Female
17,98,5,Low,Low,High,1,Yes,No,Positive,Yes,3,Male
15,94,8,Low,Low,Medium,1,Yes,No,Positive,No,4,Male
21,96,7,Medium,Medium,High,1,Yes,No,Negative,No,2,Female
14,79,6,Medium,High,Medium,5,Yes,Yes,Positive,No,3,Male
22,86,5,High,Medium,Medium,2,Yes,Yes,Positive,No,3,Male
10,96,4,Medium,Medium,Medium,1,Yes,No,Negative,No,5,Female
26,76,5,Low,Medium,Medium,0,Yes,No,Positive,No,5,Female
23,98,9,High,Medium,Medium,1,Yes,No,Negative,No,4,Female
22,77,7,Medium,Medium,Medium,2,Yes,Yes,Neutral,No,3,Male
26,84,4,Medium,Low,High,3,No,No,Positive,No,2,Male
30,88,9,Medium,High,Medium,1,Yes,Yes,Neutral,Yes,3,Male
26,98,9,High,Medium,Low,1,Yes,Yes,Neutral,No,6,Male
9,70,9,Low,Medium,Medium,1,Yes,No,Neutral,No,2,Female
12,90,6,Low,Medium,High,2,Yes,No,Neutral,No,3,Male
16,81,7,Medium,High,Medium,3,Yes,Yes,Positive,No,4,Male
20,71,7,High,Medium,Low,1,Yes,No,Negative,No,5,Male
23,91,9,Low,Low,High,2,Yes,Yes,Neutral,No,4,Female
16,82,6,Low,High,High,3,Yes,Yes,Neutral,No,3,Female
21,86,6,Medium,Medium,Low,1,Yes,No,Negative,No,2,Female
15,73,8,Medium,Low,High,1,Yes,Yes,Positive,No,4,Male
16,79,9,Medium,Low,Medium,1,Yes,Yes,Neutral,No,2,Female
12,85,7,High,High,High,1,Yes,Yes,Neutral,No,0,Female
14,76,8,Low,High,Medium,3,Yes,Yes,Neutral,No,5,Male
12,68,7,Medium,High,High,1,Yes,Yes,Positive,No,4,Male
14,98,7,Medium,High,High,0,Yes,No,Positive,Yes,1,Male
26,80,6,Medium,Medium,Low,2,Yes,Yes,Neutral,No,4,Male
14,89,5,Low,Medium,Low,3,No,Yes,Neutral,No,3,Female
36,76,6,Medium,Medium,Medium,1,Yes,No,Neutral,No,2,Male
23,74,6,Low,High,Low,2,Yes,No,Positive,No,3,Male
21,76,7,Medium,Medium,Medium,0,Yes,No,Positive,No,2,Female
